Tarih,PM10,SO2,CO,NO2,NOX,NO,O3
12/06/2019 05:00:56,22.33102,5.11879,808.41,23.51123,36.86655,8.71362,
12/06/2019 04:00:56,,4.367279,1307.65,26.94008,,22.11087,
12/06/2019 03:00:56,,,,,,,
12/06/2019 02:00:56,,,,,,,
12/06/2019 01:00:56,,,,,,,
12/06/2019 00:00:56,,,,,,,
12/05/2019 23:00:56,,,,,,,
12/05/2019 22:00:56,,,,,,,
12/05/2019 21:00:56,,,,,,,
12/05/2019 20:00:56,,,,,,,
12/05/2019 19:00:56,,,,,,,
12/05/2019 18:00:56,11.98,,,,,,
12/05/2019 17:00:56,13.3375,5.344971,251.63,9.29328,12.39263,2.01661,
12/05/2019 16:00:56,10.65729,4.62384,282.51,12.7865,16.77557,2.54243,
12/05/2019 15:00:56,16.50533,4.40387,290.17,15.67458,23.92358,5.11187,
12/05/2019 14:00:56,14.26119,4.700569,363.15,12.86967,18.01709,3.50158,
12/05/2019 13:00:56,23.39967,5.35961,965.3,26.07649,36.27287,6.65732,
12/05/2019 12:00:56,20.97898,4.35553,1007.39,36.61831,76.60779,26.29133,
12/05/2019 11:00:56,18.44983,3.995399,663.8101,41.64803,123.82962,53.01634,
12/05/2019 10:00:56,15.26559,4.4389,589.19,36.67424,58.89625,14.8187,
12/05/2019 09:00:56,8.031,7.09547,607.47,34.4348,44.39568,6.55693,
12/05/2019 08:00:56,7.2,4.25736,238.53,14.31196,15.54775,0.86199,
12/05/2019 07:00:56,5.7085,3.8708,205.43,5.56265,5.9852,0.52612,
12/05/2019 06:00:56,9.06288,3.3643,205.98,4.15318,4.9524,0.60072,
12/05/2019 05:00:56,10.06475,4.541349,199.42,3.75676,4.05758,0.24616,
12/05/2019 04:00:56,8.99475,3.198429,182.2,2.84251,2.78801,0.31498,
12/05/2019 03:00:56,9.63017,5.63591,264.75,9.46281,9.63425,0.4532,
12/05/2019 02:00:56,10.69169,4.601669,219.92,6.33191,6.4906,0.44661,
12/05/2019 01:00:56,12.34633,3.80825,231.95,7.45839,7.68911,0.25682,
12/05/2019 00:00:56,15.8075,3.995399,222.93,6.04734,6.43898,0.50351,
12/04/2019 23:00:56,12.59441,4.501881,249.99,10.81873,11.58545,0.56182,
12/04/2019 22:00:56,12.46217,6.464371,240.97,9.31622,9.86879,0.52936,
12/04/2019 21:00:56,14.6878,5.271799,223.2,9.72443,11.19062,1.13213,
12/04/2019 20:00:56,14.19254,5.7286,224.29,11.82795,13.2645,1.0212,
12/04/2019 19:00:56,16.87186,6.029301,206.8,11.29992,12.26484,0.63846,
12/04/2019 18:00:56,11.79627,6.29215,218.15,10.8153,15.16988,2.74844,
12/04/2019 17:00:56,12.35,6.357491,206.25,8.41407,,0.62849,
12/04/2019 16:00:56,11.46898,5.40485,241.24,10.76552,13.75939,2.02159,
12/04/2019 15:00:56,12.0339,5.85988,298.91,10.65207,13.4557,1.82653,
12/04/2019 14:00:56,12.20717,8.033291,311.76,11.53828,13.93593,1.5415,
12/04/2019 13:00:56,15.51852,8.51099,309.23,17.15989,21.5683,2.89626,
12/04/2019 12:00:56,10.3745,7.93926,269.39,13.88208,16.04773,1.39851,
12/04/2019 11:00:56,18.87458,7.530359,270.21,17.97376,27.83585,6.41436,
12/04/2019 10:00:56,9.3245,8.03595,242.33,11.91407,12.93624,1.25085,
12/04/2019 09:00:56,8.52407,8.445299,243.7,16.00635,17.63862,1.06049,
12/04/2019 08:00:56,8.3339,8.536221,219.81,8.79743,9.22381,0.61608,
12/04/2019 07:00:56,5.34932,8.35009,217.85,2.94799,2.82211,0.23693,
12/04/2019 06:00:56,5.61267,8.081739,217.73,2.53786,1.91327,0.34994,
12/04/2019 05:00:56,9.01305,7.996031,216.09,1.95056,1.95024,0.4412,
12/04/2019 04:00:56,7.59729,8.57436,228.67,2.78292,3.00471,0.44562,
12/04/2019 03:00:56,5.48559,8.196939,240.97,3.71884,4.51423,0.51522,
12/04/2019 02:00:56,6.26333,8.517151,226.48,3.43618,3.91578,0.3954,
12/04/2019 01:00:56,9.55533,8.01688,229.49,4.50085,4.62353,0.43063,
12/04/2019 00:00:56,9.92102,7.246519,248.07,6.43643,7.92556,0.97012,
12/03/2019 23:00:56,12.54567,8.287861,276.77,6.23694,6.6681,0.4288,
12/03/2019 22:00:56,14.70356,8.78768,372.17,17.22935,20.44757,2.08935,
12/03/2019 21:00:56,21.91833,8.49275,329.25,15.21123,18.60631,2.17747,
12/03/2019 20:00:56,23.34119,9.311449,405.24,24.65014,31.83607,4.63198,
12/03/2019 19:00:56,21.39288,8.077641,404.97,23.30346,33.32457,6.53511,
12/03/2019 18:00:56,22.89448,8.32777,349.48,11.08259,13.89227,1.8412,
12/03/2019 17:00:56,16.02383,10.56567,353.85,11.59532,19.49889,4.86808,
12/03/2019 16:00:56,22.93593,5.62464,314.77,10.66259,16.63281,3.86695,
12/03/2019 15:00:56,29.63237,5.62553,358.77,15.09333,24.01982,5.46165,
12/03/2019 14:00:56,31.00203,10.8331,442.69,30.06046,43.14046,8.55463,
12/03/2019 13:00:56,28.50068,3.165871,514.3,28.53851,43.54899,9.78604,
12/03/2019 12:00:56,32.64271,2.312359,535.89,28.16695,51.22726,15.09701,
12/03/2019 11:00:56,34.4278,2.473412,606.82,33.13247,64.89744,20.66821,
12/03/2019 10:00:56,34.58,,,,,,
12/03/2019 09:00:56,,,,,,,
12/03/2019 08:00:56,,,,,,,
12/03/2019 07:00:56,43.28,19.98352,,23.25927,31.927,5.62979,
12/03/2019 06:00:56,30.45567,23.12941,515.9,20.74871,33.29621,7.95233,
12/03/2019 05:00:56,27.26237,24.82597,539.45,25.4159,45.2274,12.81168,
12/03/2019 04:00:56,16.56667,18.1254,531.79,21.15883,30.55121,6.05813,
12/03/2019 03:00:56,20.02533,8.06549,507.19,13.15265,15.4445,1.48705,
12/03/2019 02:00:56,42.49667,4.43323,550.65,18.96831,22.45771,2.25,
12/03/2019 01:00:56,80.22169,2.95885,1198.45,35.09412,117.32223,53.53018,
12/03/2019 00:00:56,90.91119,3.4184,2020.09,45.89119,229.53146,119.71491,
12/02/2019 23:00:56,57.37167,3.65754,2224,53.08222,275.87451,145.35552,
12/02/2019 22:00:56,27.99433,,1624.58,50.62179,202.28641,98.93345,
12/02/2019 21:00:56,24.36267,,1186.15,54.50443,185.16318,85.16345,
12/02/2019 20:00:56,31.64271,,1156.09,52.11379,165.88225,74.5334,
12/02/2019 19:00:56,39.0415,,923.75,44.91543,116.73079,46.71366,
12/02/2019 18:00:56,27.66339,,802.67,47.50205,104.7247,37.34079,
12/02/2019 17:00:56,15.5795,,723.67,29.2246,45.77679,10.81045,
12/02/2019 16:00:56,14.31,,,,,,
12/02/2019 15:00:56,,,,,,,
12/02/2019 14:00:56,,,,,,,
12/02/2019 13:00:56,,,,,,,
12/02/2019 12:00:56,,,,,,,
12/02/2019 11:00:56,,,,,,,
12/02/2019 10:00:56,,,,,,,
12/02/2019 09:00:56,,,,,,,
12/02/2019 08:00:56,,,,,,,
12/02/2019 07:00:56,,,,,,,
12/02/2019 06:00:56,,,,,,,
12/02/2019 05:00:56,13.89,,,,,,
12/02/2019 04:00:56,13.43119,,457.79,10.60058,12.48281,1.23411,
12/02/2019 03:00:56,14.83068,,428.47,9.44398,10.15081,0.61968,
12/02/2019 02:00:56,15.64017,,457.72,11.1989,12.53985,0.86999,
12/02/2019 01:00:56,17.09034,,438.86,12.17166,12.65393,0.40108,
12/02/2019 00:00:56,16.33241,,479.04,15.08212,16.93713,1.23162,
12/01/2019 23:00:56,14.3661,,452.25,11.5663,14.47002,1.84826,
12/01/2019 22:00:56,15.18441,,439.95,9.48806,10.11926,0.45023,
12/01/2019 21:00:56,17.70424,,423.55,8.23748,9.22859,0.77545,
12/01/2019 20:00:56,16.77379,,429.57,11.66612,17.45369,3.73726,
12/01/2019 19:00:56,12.11169,,461.55,13.58784,16.47857,1.84161,
12/01/2019 18:00:56,13.16814,4.13888,436.13,11.0883,15.31225,2.76003,
12/01/2019 17:00:56,13.83085,4.81641,441.87,10.49396,18.68215,5.386,
12/01/2019 16:00:56,10.97845,4.97696,430.39,7.76855,16.59234,6.08224,
12/01/2019 15:00:56,14.06068,2.29255,444.6,13.04438,21.80509,6.24543,
12/01/2019 14:00:56,13.85763,2.559,459.63,11.18131,18.2306,4.82963,
12/01/2019 13:00:56,15.70864,2.62951,465.37,13.16137,23.28657,6.67997,
12/01/2019 12:00:56,15.21828,6.17751,470.57,11.57149,21.81114,6.4127,
12/01/2019 11:00:56,14.40576,8.15242,489.7,10.82419,28.58631,11.44019,
12/01/2019 10:00:56,12.36085,1.22938,476.31,7.58837,10.09217,1.82524,
12/01/2019 09:00:56,12.12492,2.18573,459.63,6.03738,8.91661,2.0231,
12/01/2019 08:00:56,13.24508,4.05304,417.81,4.00321,6.55179,1.66973,
12/01/2019 07:00:56,14.25695,2.93719,390.21,3.69482,6.6134,2.17512,
12/01/2019 06:00:56,15.53433,5.89973,384.47,3.77287,5.00362,3.1175,
12/01/2019 05:00:56,16.3615,6.84398,392.67,5.00625,10.1422,4.57837,
12/01/2019 04:00:56,15.038,3.30762,405.79,3.40272,5.05373,1.30668,
12/01/2019 03:00:56,15.79034,3.44156,423.92,4.42709,4.61015,0.30466,
12/01/2019 02:00:56,14.78576,8.65091,434.49,11.8988,14.83839,3.83978,
12/01/2019 01:00:56,13.94333,11.17753,436.95,11.60106,16.45467,3.10898,
12/01/2019 00:00:56,44.78483,12.98701,324.66,12.58542,19.71208,4.50769,
11/30/2019 23:00:56,49.36917,10.24219,348.17,12.58096,16.60158,2.47779,
11/30/2019 22:00:56,38.31033,13.65226,707.6,51.82731,87.49153,23.29167,
11/30/2019 21:00:56,34.356,13.22739,688.74,55.59841,88.22478,21.18549,
11/30/2019 20:00:56,37.31667,13.6629,549.34,45.13658,60.4995,9.90305,
11/30/2019 19:00:56,34.15667,18.32409,519.55,47.65628,67.69085,13.01432,
11/30/2019 18:00:56,31.34483,15.48702,441.65,43.59073,76.92741,21.51283,
11/30/2019 17:00:56,34.62167,24.94776,389.17,30.97026,50.97934,13.62036,
11/30/2019 16:00:56,34.0345,25.09234,382.33,34.16744,61.38125,17.75666,
11/30/2019 15:00:56,49.20583,50.68762,353.09,35.84363,78.82252,27.95649,
11/30/2019 14:00:56,48.07267,57.73306,352.54,38.9194,91.9245,34.20604,
11/30/2019 13:00:56,36.92407,46.0526,381.79,38.36444,91.83782,35.13132,
11/30/2019 12:00:56,45.3855,17.58211,512.99,41.05223,114.80636,48.21858,
11/30/2019 11:00:56,41.16233,8.13645,1761.85,35.01191,310.68885,179.72491,
11/30/2019 10:00:56,30.02067,9.73749,1179.1,28.94322,209.5313,117.74153,
11/30/2019 09:00:56,24.25169,9.51086,1141.93,29.74165,162.26698,86.55884,
11/30/2019 08:00:56,23.92033,6.56602,850.55,24.55359,75.57945,33.16209,
11/30/2019 07:00:56,23.35267,8.19898,650.47,28.19371,54.39927,17.03506,
11/30/2019 06:00:56,25.60733,7.99231,536.77,28.67193,50.19382,14.02404,
11/30/2019 05:00:56,27.6295,7.8736,708.97,31.99399,63.02991,20.37517,
11/30/2019 04:00:56,27.2145,5.41224,595.26,34.71013,64.75115,19.59182,
11/30/2019 03:00:56,22.30576,6.13494,1139.47,36.5141,113.90931,50.52428,
11/30/2019 02:00:56,22.94224,6.65028,767.5,39.43192,79.54653,26.03861,
11/30/2019 01:00:56,27.3581,8.47351,892.92,46.67484,96.44096,32.52987,
11/30/2019 00:00:56,27.13845,10.52337,758.44,50.15468,112.61839,41.21668,
11/29/2019 23:00:56,21.52724,11.25071,917.52,53.26573,105.60486,34.15034,
11/29/2019 22:00:56,19.40237,10.70653,598.8101,42.05412,55.79216,8.94452,
11/29/2019 21:00:56,21.8519,7.55014,397.64,28.98624,45.91413,11.14589,
11/29/2019 20:00:56,23.21881,6.6148,456.41,30.90116,40.68672,6.3437,
11/29/2019 19:00:56,20.92397,8.90504,415.68,27.57979,40.55129,8.41018,
11/29/2019 18:00:56,25.895,6.48486,341.61,18.67959,28.61244,6.32125,
11/29/2019 17:00:56,28.25241,8.33292,329.31,13.89603,20.35356,4.04672,
11/29/2019 16:00:56,19.50517,9.64701,320.56,13.31368,17.88644,3.00548,
11/29/2019 15:00:56,15.96466,9.10151,332.86,10.08078,14.00891,2.58898,
11/29/2019 14:00:56,22.95931,8.52274,341.06,12.90989,18.68279,3.77218,
11/29/2019 13:00:56,26.57052,8.98354,420.87,23.44371,32.08718,5.80021,
11/29/2019 12:00:56,23.97741,7.81669,437.55,21.92351,31.128,5.83534,
11/29/2019 11:00:56,23.70241,7.92535,453.95,20.10841,26.22659,4.14607,
11/29/2019 10:00:56,21.24431,7.85749,329.31,14.95119,18.1793,2.08956,
11/29/2019 09:00:56,16.45207,9.73483,335.87,19.45897,25.46051,3.68613,
11/29/2019 08:00:56,17.6631,10.7398,450.67,24.02703,38.78747,9.76713,
11/29/2019 07:00:56,16.92034,7.67344,423.06,15.84886,20.54317,3.06222,
11/29/2019 06:00:56,19.98638,5.77526,386.43,17.06671,22.98861,3.89147,
11/29/2019 05:00:56,22.48881,6.08881,420.05,15.4998,18.47459,1.91484,
11/29/2019 04:00:56,22.1769,8.08648,568.47,26.37073,35.10806,5.74894,
11/29/2019 03:00:56,25.42638,8.44173,582.41,29.74553,42.69464,8.46734,
11/29/2019 02:00:56,29.83,9.31084,744.77,38.9041,72.83732,22.1091,
11/29/2019 01:00:56,26.28155,8.98886,745.39,41.70007,78.47549,23.8125,
11/29/2019 00:00:56,28.94483,10.85245,504.51,34.23309,42.90273,5.5691,
11/28/2019 23:00:56,30.55224,10.0914,864.49,36.27226,65.57586,19.02652,
11/28/2019 22:00:56,30.0795,10.16059,675.35,44.85743,82.78992,25.07759,
11/28/2019 21:00:56,31.72271,10.97219,621.77,44.56012,64.3815,12.65747,
11/28/2019 20:00:56,32.55533,13.08236,673.98,40.40789,64.00707,15.07353,
11/28/2019 19:00:56,30.16085,15.28789,488.11,31.2714,38.94776,4.95038,
11/28/2019 18:00:56,31.50333,20.6569,471.71,30.96357,46.82839,10.5835,
11/28/2019 17:00:56,27.90317,29.4861,465.97,31.845,59.4256,18.05012,
11/28/2019 16:00:56,27.51833,19.10908,427.43,20.19901,28.01176,5.09005,
11/28/2019 15:00:56,30.92068,22.86021,437.55,19.46034,29.65863,6.51682,
11/28/2019 14:00:56,31.22517,32.46154,410.49,21.54665,34.43161,8.51078,
11/28/2019 13:00:56,30.29983,27.20473,427.16,23.12086,36.42519,8.68743,
11/28/2019 12:00:56,26.74533,24.30602,443.56,23.16037,37.65716,9.4506,
11/28/2019 11:00:56,25.43483,13.03713,458.87,22.69385,37.97232,9.85338,
11/28/2019 10:00:56,25.61433,9.44034,496.04,26.65997,38.82252,8.03442,
11/28/2019 09:00:56,20.06746,9.63726,418.41,22.99881,31.09263,5.27751,
11/28/2019 08:00:56,23.68417,6.94299,427.43,16.93044,23.08453,4.07852,
11/28/2019 07:00:56,44.766,4.62881,556.99,16.94829,33.24108,10.61841,
11/28/2019 06:00:56,59.42593,4.64965,1190.03,22.35415,85.68437,41.29981,
11/28/2019 05:00:56,62.39133,4.92462,1498.9,21.71777,95.53722,48.13732,
11/28/2019 04:00:56,58.87767,5.62225,1482.5,29.48559,109.83633,52.41002,
11/28/2019 03:00:56,56.8161,5.25636,1295.54,30.92826,104.9476,48.27489,
11/28/2019 02:00:56,56.29207,5.08829,1211.08,31.40217,102.90257,46.59436,
11/28/2019 01:00:56,51.8078,2.77821,1110.68,33.64483,109.0455,49.1557,
11/28/2019 00:00:56,40.44879,4.87894,957.17,32.95769,71.48554,25.13121,
11/27/2019 23:00:56,35.17845,4.3086,704.05,32.38572,53.87124,14.00402,
11/27/2019 22:00:56,33.38086,5.165,551.53,24.98692,32.01899,4.38237,
11/27/2019 21:00:56,32.35362,4.88205,687.92,34.07735,54.00763,12.96069,
11/27/2019 20:00:56,31.00414,4.74767,468.43,24.08472,33.40423,6.21879,
11/27/2019 19:00:56,27.14034,5.19339,425.52,23.49589,32.65792,6.14251,
11/27/2019 18:00:56,26.56569,8.09964,349.26,21.53787,32.20987,7.0973,
11/27/2019 17:00:56,24.24879,7.61711,331.49,14.93402,22.07531,4.90346,
11/27/2019 16:00:56,24.62569,8.85625,335.59,17.14319,25.37511,5.30723,
11/27/2019 15:00:56,24.44119,14.42617,331.49,13.7903,25.0523,7.63708,
11/27/2019 14:00:56,24.58593,9.05006,352.27,13.23039,27.70966,9.34564,
11/27/2019 13:00:56,23.62576,5.25681,359.1,15.33647,23.18236,5.64849,
11/27/2019 12:00:56,21.29847,8.11117,365.93,17.64549,29.41899,9.45788,
11/27/2019 11:00:56,22.66475,5.46658,365.93,19.51833,28.709,5.81941,
11/27/2019 10:00:56,27.55627,4.21635,365.93,16.49278,21.48355,3.12581,
11/27/2019 09:00:56,27.28068,6.38906,420.71,17.33515,25.70142,5.08547,
11/27/2019 08:00:56,25.6231,10.92207,415.79,11.9863,21.86021,7.37665,
11/27/2019 07:00:56,21.44431,6.94565,416.06,4.6656,8.1499,3.63942,
11/27/2019 06:00:56,17.16224,7.43483,424.81,6.81093,13.90534,4.66399,
11/27/2019 05:00:56,15.98569,6.70749,406.22,3.37225,4.72168,1.88737,
11/27/2019 04:00:56,12.96155,6.89909,395.29,5.84003,7.00748,0.89643,
11/27/2019 03:00:56,19.93931,8.57773,423.44,8.85691,11.77919,1.85997,
11/27/2019 02:00:56,27.33085,8.55837,552.18,24.67187,30.98479,4.09748,
11/27/2019 01:00:56,26.37483,7.96044,735.59,34.12952,51.28621,11.20409,
11/27/2019 00:00:56,33.30086,5.66483,928.01,38.48856,71.13628,21.37711,
11/26/2019 23:00:56,30.835,7.63013,763.7,33.5906,66.61026,21.55377,
11/26/2019 22:00:56,30.47224,9.3104,583.89,24.21759,28.39639,2.76335,
11/26/2019 21:00:56,32.6835,10.57881,749.21,39.65265,55.19466,10.18487,
11/26/2019 20:00:56,31.75085,14.24522,731.45,40.90597,54.98147,8.8379,
11/26/2019 19:00:56,32.81864,16.80643,650.81,35.90449,46.91857,7.14552,
11/26/2019 18:00:56,37.95,21.34344,663.39,37.30025,54.01113,10.83913,
11/26/2019 17:00:56,36.3839,20.63694,655.46,35.57786,54.69212,12.46522,
11/26/2019 16:00:56,32.38356,19.1286,674.05,32.75097,49.64954,11.02639,
11/26/2019 15:00:56,30.8285,26.6854,597.79,32.21433,54.00221,14.32034,
11/26/2019 14:00:56,48.66339,18.2039,624.85,29.05125,43.90494,9.2384,
11/26/2019 13:00:56,72.08917,,919.77,49.78912,183.06348,86.92276,
11/26/2019 12:00:56,58.32949,32.1196,869.95,45.08942,232.28824,122.15882,
11/26/2019 11:00:56,48.99983,10.40096,802.64,45.47278,190.16943,94.30375,
11/26/2019 10:00:56,41.94712,9.9069,482.288,48.67633,161.28612,73.62454,
11/26/2019 09:00:56,31.9025,9.2962,379.246,48.11867,146.99679,64.38614,
11/26/2019 08:00:56,31.46288,8.15907,254.324,27.15391,49.5874,14.62087,
11/26/2019 07:00:56,32.0978,7.65747,355.462,19.18118,26.35756,4.68145,
11/26/2019 06:00:56,36.50627,8.85847,430.62,14.52578,18.04099,2.25042,
11/26/2019 05:00:56,38.75966,8.79239,382.788,17.14459,22.82737,3.74038,
11/26/2019 04:00:56,35.33271,7.35234,311.716,11.71196,15.78579,2.65154,
11/26/2019 03:00:56,38.17424,8.90681,510.154,22.70436,34.11263,7.43711,
11/26/2019 02:00:56,38.80136,9.46473,387.432,22.75323,41.68925,12.05572,
11/26/2019 01:00:56,38.03932,8.85936,1001.33,21.80719,38.66937,11.26908,
11/26/2019 00:00:56,42.93533,11.84492,729.368,27.82948,48.67219,13.59375,
11/25/2019 23:00:56,48.18983,13.37064,693.376,23.51728,31.04036,4.88782,
11/25/2019 22:00:56,47.33085,13.5436,472.684,24.99685,29.40369,2.86228,
11/25/2019 21:00:56,44.07915,13.73076,488.552,23.96819,32.28253,5.28167,
11/25/2019 20:00:56,46.27949,14.09975,507.41,26.37062,31.02252,3.01047,
11/25/2019 19:00:56,46.71915,14.51487,540.758,22.23082,27.93783,3.83265,
11/25/2019 18:00:56,47.79102,13.36487,503.306,23.92677,31.53844,4.92752,
11/25/2019 17:00:56,47.15898,14.55523,367.454,15.8559,19.70921,2.44932,
11/25/2019 16:00:56,56.7985,15.48259,314.972,13.56437,17.51265,2.61163,
11/25/2019 15:00:56,55.41407,18.31389,328.64,20.11328,36.02782,10.07534,
11/25/2019 14:00:56,47.52933,18.02517,378.108,17.43043,29.79501,8.33038,
11/25/2019 13:00:56,45.26763,16.74257,348.866,20.5352,30.57511,6.5482,
11/25/2019 12:00:56,44.54,16.65209,446.444,21.09924,30.95496,6.43764,
11/25/2019 11:00:56,46.43288,9.79913,822.272,24.30375,37.63198,8.79239,
11/25/2019 10:00:56,43.1715,8.8394,1099.43,31.29944,76.06892,29.67631,
11/25/2019 09:00:56,38.00814,7.62643,419.848,15.30715,17.65445,1.5282,
11/25/2019 08:00:56,44.93203,6.96827,481.896,15.28166,20.08938,3.08051,
11/25/2019 07:00:56,43.23517,6.90396,837.494,13.83109,21.38158,4.92752,
11/25/2019 06:00:56,42.91667,6.939,597.232,9.02974,11.23523,1.42158,
11/25/2019 05:00:56,43.6022,6.34959,685.52,7.2315,8.54377,0.82926,
11/25/2019 04:00:56,42.32983,5.63955,854.168,11.18361,14.62489,2.28388,
11/25/2019 03:00:56,37.79717,5.81207,750.566,17.05663,24.53988,4.93479,
11/25/2019 02:00:56,39.76356,5.89057,681.684,23.81509,36.16134,8.11132,
11/25/2019 01:00:56,40.26283,5.059,633.032,19.76966,33.84962,9.07733,
11/25/2019 00:00:56,47.52233,5.24867,544.74,29.80018,51.12314,14.03851,
11/24/2019 23:00:56,47.188,7.0343,909.368,37.37864,82.11562,29.06508,
11/24/2019 22:00:56,43.2395,6.09147,690.156,36.73207,70.82845,22.26435,
11/24/2019 21:00:56,45.98417,6.36511,594.944,33.24235,58.64168,16.4207,
11/24/2019 20:00:56,38.59119,6.55715,859.072,44.77872,79.53346,22.55802,
11/24/2019 19:00:56,29.52,7.54926,403.42,32.09243,50.67342,11.65779,
11/24/2019 18:00:56,31.353,12.72712,207.438,19.48392,36.10589,10.6446,
11/24/2019 17:00:56,29.96517,29.40627,223.016,28.87725,62.26651,21.53091,
11/24/2019 16:00:56,32.62583,23.77914,291.344,35.34587,75.81144,25.69319,
11/24/2019 15:00:56,42.18983,13.26996,444.412,37.44429,71.1162,22.01163,
11/24/2019 14:00:56,43.793,7.98433,642.85,32.73471,90.17884,37.41769,
11/24/2019 13:00:56,40.198,10.73625,597.748,33.26338,75.66517,27.76861,
11/24/2019 12:00:56,33.6335,8.23047,704.896,34.30733,105.97865,46.72925,
11/24/2019 11:00:56,28.6035,5.04126,571.504,31.45814,82.21026,33.03054,
11/24/2019 10:00:56,26.18333,4.84657,659.512,26.30243,56.99194,20.17708,
11/24/2019 09:00:56,24.299,5.65463,415.15,21.51956,37.60267,10.39894,
11/24/2019 08:00:56,23.2725,5.00179,384.808,13.89227,20.60594,4.37344,
11/24/2019 07:00:56,29.6085,5.78679,393.006,14.37346,22.07436,5.00858,
11/24/2019 06:00:56,28.9465,7.14966,583.524,26.92192,63.26999,23.70194,
11/24/2019 05:00:56,26.7495,5.92738,528.852,26.32601,63.78305,24.55759,
11/24/2019 04:00:56,39.27067,3.39222,484.84,20.73182,28.88395,5.40512,
11/24/2019 03:00:56,55.6495,12.13283,657.038,37.68743,101.65562,41.88694,
11/24/2019 02:00:56,50.14831,8.65446,1053.096,37.49205,120.56913,53.71432,
11/24/2019 01:00:56,44.77017,7.81181,931.194,39.66603,100.2519,39.41164,
11/24/2019 00:00:56,44.4175,7.54571,920.802,43.23414,106.99085,41.381,
11/23/2019 23:00:56,39.8375,7.33904,772.65,41.77554,83.54817,27.3524,
11/23/2019 22:00:56,34.852,6.82084,679.718,43.28386,75.16359,20.99221,
11/23/2019 21:00:56,31.72167,6.92082,333.766,27.01242,30.35236,2.17498,
11/23/2019 20:00:56,36.047,6.25557,246.394,20.70091,23.44208,1.78321,
11/23/2019 19:00:56,38.46417,9.09574,229.532,20.5779,30.09998,6.12651,
11/23/2019 18:00:56,34.42133,16.78692,233.9,19.16844,36.92709,11.6609,
11/23/2019 17:00:56,35.09217,17.20691,225.428,21.05144,43.82909,14.74905,
11/23/2019 16:00:56,32.8565,15.75489,193.996,15.96807,35.4147,13.41838,
11/23/2019 15:00:56,32.261,6.23118,179.504,9.50423,16.01937,4.24354,
11/23/2019 14:00:56,34.2155,6.04845,172.672,7.36439,11.26933,2.4649,
11/23/2019 13:00:56,33.61083,5.96907,178.68,9.27639,19.34498,6.60162,
11/23/2019 12:00:56,36.04233,6.59618,266.968,22.97714,33.84654,7.09481,
11/23/2019 11:00:56,30.2505,5.51049,301.406,27.03409,42.60095,10.18176,
11/23/2019 10:00:56,26.17517,5.16456,368.364,32.25225,62.8229,20.20389,
11/23/2019 09:00:56,22.73033,5.05102,299.482,26.37955,44.57159,11.82426,
11/23/2019 08:00:56,22.30667,5.24572,376.56,16.66149,21.43065,3.3266,
11/23/2019 07:00:56,22.462,6.25158,233.608,13.62651,15.53436,1.22684,
11/23/2019 06:00:56,22.809,6.34959,251.096,10.53257,13.89897,2.16936,
11/23/2019 05:00:56,23.45067,6.22497,264.494,9.67791,10.42773,0.60823,
11/23/2019 04:00:56,30.56,6.23251,220.752,8.06067,8.49661,0.36954,
11/23/2019 03:00:56,30.65383,6.12296,602.05,29.54391,50.43123,13.68167,
11/23/2019 02:00:56,32.93763,5.67857,315.048,23.87537,31.19683,4.72468,
11/23/2019 01:00:56,31.8735,6.0693,467.026,23.63041,27.33873,2.4196,
11/23/2019 00:00:56,26.02,6.75938,265.024,15.10799,16.68347,1.00259,
11/22/2019 23:00:56,25.92,7.76302,226.212,16.09224,18.2494,1.41992,
11/22/2019 22:00:56,29.43712,7.84699,251.36,17.77786,19.14743,0.89486,
11/22/2019 21:00:56,33.63283,7.71921,248.898,17.96005,19.48169,0.98617,
11/22/2019 20:00:56,35.073,6.88667,267.846,22.03006,24.25468,1.39955,
11/22/2019 19:00:56,33.443,7.54571,228.344,17.11463,18.6847,1.01651,
11/22/2019 18:00:56,31.26373,8.3551,211.172,10.18331,12.13132,1.26404,
11/22/2019 17:00:56,31.90917,7.51555,198.32,9.08232,12.45381,2.18246,
11/22/2019 16:00:56,30,7.79806,199.688,8.01032,11.61667,2.46504,
11/22/2019 15:00:56,32.17083,8.01316,200.506,7.74997,10.76424,1.99291,
11/22/2019 14:00:56,38.06,7.99098,214.984,5.53747,7.56993,1.34032,
11/22/2019 13:00:56,37.574,8.00562,197.492,7.29524,10.33277,1.99668,
11/22/2019 12:00:56,34.44083,7.35323,367.5,9.57625,11.64567,1.35751,
11/22/2019 11:00:56,31.51167,7.40246,351.918,13.63543,15.76922,1.43426,
11/22/2019 10:00:56,31.49383,8.02646,262.816,19.75383,23.00487,2.20407,
11/22/2019 09:00:56,34.16483,8.46331,201.314,18.23092,19.53586,0.85004,
11/22/2019 08:00:56,32.7925,8.92943,176.432,10.80567,11.47009,0.4654,
11/22/2019 07:00:56,30.64767,7.97014,164.68,3.85268,4.31347,0.72672,
11/22/2019 06:00:56,32.26136,9.05139,164.128,2.54296,3.06111,0.42772,
11/22/2019 05:00:56,33.44783,10.19518,171.786,3.13664,3.05952,0.22407,
11/22/2019 04:00:56,33.876,10.50164,185.444,4.36796,5.23506,0.82955,
11/22/2019 03:00:56,37.78733,9.5317,237.382,10.49051,11.54338,0.76855,
11/22/2019 02:00:56,38.80458,9.33168,279.2,14.55875,16.55601,1.27464,
