Tarih,PM10,SO2,CO,NO2,NOX,NO,O3
06/18/2019 18:00:56,27.9915,10.86841,258.57,18.80165,35.30508,10.20607,
06/18/2019 17:00:56,40.18667,9.56807,267.59,31.78796,49.94144,12.2048,
06/18/2019 16:00:56,34.19483,11.38465,268.13,31.5599,55.52406,15.22421,
06/18/2019 15:00:56,26.15883,11.24539,259.11,38.06665,77.37822,26.77032,
06/18/2019 14:00:56,35.78733,5.8471,276.43,8.72063,15.15706,4.50253,
06/18/2019 13:00:56,31.72517,7.56848,276.1,16.17393,27.31643,8.12325,
06/18/2019 12:00:56,25.32383,8.19241,1376.23,19.79717,30.99671,6.87679,
06/18/2019 11:00:56,28.95383,6.42587,245.72,15.56942,23.63328,6.42994,
06/18/2019 10:00:56,28.914,6.67334,267.31,19.88639,26.82695,4.5954,
06/18/2019 09:00:56,28.75117,6.60992,287.81,23.32704,32.38036,5.76883,
06/18/2019 08:00:56,32.97583,6.52078,284.26,16.06112,18.60312,1.6608,
06/18/2019 07:00:56,24.233,7.26763,276.06,15.5248,18.0292,1.576,
06/18/2019 06:00:56,29.73017,6.26178,298.2,20.94787,29.17075,5.27249,
06/18/2019 05:00:56,23.60317,5.37744,311.32,33.5078,39.91364,4.33042,
06/18/2019 04:00:56,20.71867,4.45939,277.15,9.74578,11.49271,1.11087,
06/18/2019 03:00:56,25.30833,4.12366,284.53,7.66138,9.43349,1.1728,
06/18/2019 02:00:56,26.56717,4.2505,327.72,10.95576,13.38878,1.54607,
06/18/2019 01:00:56,24.29183,4.82173,322.53,15.40275,18.82746,2.46802,
06/18/2019 00:00:56,28.04633,4.82129,316.24,29.18795,41.91582,8.35324,
06/17/2019 23:00:56,34.70617,5.37034,323.89,20.15758,26.80879,4.28137,
06/17/2019 22:00:56,34.78967,6.39971,323.35,27.90564,38.99906,7.32488,
06/17/2019 21:00:56,34.087,8.40654,305.31,38.36205,60.12985,13.75337,
06/17/2019 20:00:56,34.5825,7.84019,240.25,31.50275,47.07121,10.03004,
06/17/2019 19:00:56,33.00933,8.45621,237.79,21.19675,32.16398,6.79033,
06/17/2019 18:00:56,34.96033,8.87133,202.26,13.10708,23.02462,6.52077,
06/17/2019 17:00:56,37.35917,12.45703,221.39,18.80579,32.32252,8.76378,
06/17/2019 16:00:56,36.5555,24.67457,259.66,34.75251,58.10313,15.71636,
06/17/2019 15:00:56,42.05033,10.6369,271.69,32.38928,60.36651,18.52931,
06/17/2019 14:00:56,37.7785,7.40601,278.52,17.1336,29.5113,8.24457,
06/17/2019 13:00:56,33.98133,6.67468,265.12,21.95677,35.33981,9.62414,
06/17/2019 12:00:56,32.88883,6.15637,256.84,19.05595,28.0911,5.87316,
06/17/2019 11:00:56,45.684,6.20591,265.13,19.09801,28.25649,6.13586,
06/17/2019 10:00:56,28.28133,5.59342,262.67,16.17393,27.69405,7.40676,
06/17/2019 09:00:56,21.386,5.56504,266.77,17.80932,21.45137,2.63026,
06/17/2019 08:00:56,26.97983,6.33141,257.2,11.33593,14.10196,1.77116,
06/17/2019 07:00:56,27.629,7.02149,268.13,21.52402,27.13574,3.53046,
06/17/2019 06:00:56,31.20367,6.53941,258.29,35.76715,57.31889,13.71264,
06/17/2019 05:00:56,33.09383,6.35979,268.41,20.24681,25.25401,3.21269,
06/17/2019 04:00:56,29.37167,5.39651,335.92,38.28557,47.51097,5.99059,
06/17/2019 03:00:56,29.5465,4.90068,433.23,29.72045,39.78362,6.56171,
06/17/2019 02:00:56,34.04683,4.9703,335.92,24.54881,39.41046,9.6364,
06/17/2019 01:00:56,38.74867,5.30337,366.53,28.74023,35.21044,4.37946,
06/17/2019 00:00:56,37.709,5.39961,581.65,30.76759,40.39227,6.12464,
06/16/2019 23:00:56,38.65817,5.6666,382.93,26.72817,34.63078,5.38787,
06/16/2019 22:00:56,41.41117,5.64753,379.93,39.54494,57.86286,11.8413,
06/16/2019 21:00:56,37.86085,7.12749,281.8,22.85222,38.18041,9.64409,
06/16/2019 20:00:56,39.73083,6.81083,278.79,25.06154,41.63954,10.58641,
06/16/2019 19:00:56,44.92203,6.83655,326.9,30.24688,52.40441,14.80563,
06/16/2019 18:00:56,41.50167,7.01617,324.17,28.75202,50.31874,13.11428,
06/16/2019 17:00:56,38.82183,6.77358,290.27,21.52816,38.64248,11.84089,
06/16/2019 16:00:56,35.922,10.31625,363.25,26.36903,46.1509,12.92952,
06/16/2019 15:00:56,38.57217,17.92272,301.48,29.73606,53.42797,15.66668,
06/16/2019 14:00:56,41.81267,16.77716,294.37,28.26701,55.01291,17.03901,
06/16/2019 13:00:56,35.60583,13.92139,283.01,38.23797,74.5737,23.85909,
06/16/2019 12:00:56,34.387,11.06533,276.71,19.68627,33.03299,8.1215,
06/16/2019 11:00:56,33.75917,11.94434,260.41,20.14834,30.27142,6.62822,
06/16/2019 10:00:56,31.91203,20.75638,275.79,35.78117,59.8166,15.77019,
06/16/2019 09:00:56,24.74492,8.96234,405.61,27.21639,57.35322,19.71829,
06/16/2019 08:00:56,27.14267,7.62643,400.23,26.64914,48.58424,14.31909,
06/16/2019 07:00:56,26.57133,7.4437,321.43,23.90991,,3.41294,
06/16/2019 06:00:56,35.65847,7.57143,327.72,21.63524,26.28108,3.03915,
06/16/2019 05:00:56,32.70717,10.2821,370.09,24.34008,28.52194,2.85438,
06/16/2019 04:00:56,26.18433,8.34594,296.83,35.18582,39.41301,2.7802,
06/16/2019 03:00:56,29.42567,4.56051,295.74,23.27701,25.90824,1.70403,
06/16/2019 02:00:56,29.27967,4.96809,314.05,21.96187,24.74702,1.82104,
06/16/2019 01:00:56,31.58817,4.57337,298.47,25.87446,31.05152,3.34612,
06/16/2019 00:00:56,37.02817,4.54721,320.07,45.23601,64.291,12.42636,
06/15/2019 23:00:56,42.43322,3.33822,317.61,48.81655,75.13108,17.24601,
06/15/2019 22:00:56,34.9245,4.45141,316.24,25.92927,34.74964,5.81144,
06/15/2019 21:00:56,17.70305,4.65054,304.21,24.11446,36.99306,9.34842,
06/15/2019 20:00:56,24.68333,4.35118,228.23,13.80496,22.33598,6.02216,
06/15/2019 19:00:56,33.37283,5.37256,266.77,19.19202,31.56457,8.68023,
06/15/2019 18:00:56,17.86738,5.97547,237.84,13.5122,25.23182,9.10333,
06/15/2019 17:00:56,18.68233,6.30746,279.07,16.87021,32.26213,10.38315,
06/15/2019 16:00:56,21.83934,6.85273,238.92,20.83296,33.98721,9.63845,
06/15/2019 15:00:56,50.63,6.47757,223.85,14.61246,25.12495,6.68709,
06/15/2019 14:00:56,26.566,5.87549,245.99,22.22158,39.03093,10.73709,
06/15/2019 13:00:56,35.96617,8.41541,321.16,26.09451,44.26176,12.91779,
06/15/2019 12:00:56,26.933,12.17255,459.65,42.13438,80.67948,24.97396,
06/15/2019 11:00:56,36.32817,15.81033,255.22,34.21078,66.70171,20.98078,
06/15/2019 10:00:56,29.604,12.41623,274.31,42.86608,96.72011,35.25934,
06/15/2019 09:00:56,20.93883,4.99053,301.75,18.64487,32.47819,9.39033,
06/15/2019 08:00:56,32.43267,5.38232,303.17,17.24436,24.39367,4.71491,
06/15/2019 07:00:56,28.71933,5.1038,290.27,20.85865,26.36871,3.56995,
06/15/2019 06:00:56,24.12017,5.22931,337.01,14.8333,17.24751,1.9172,
06/15/2019 05:00:56,30.42683,5.89367,292.73,15.22844,18.40714,2.06399,
06/15/2019 04:00:56,32.105,5.75175,368.45,22.67536,27.65517,3.24158,
06/15/2019 03:00:56,33.213,6.45869,455.64,40.77244,54.75267,8.989,
06/15/2019 02:00:56,29.40483,6.66935,469.31,49.05746,62.4421,8.73607,
06/15/2019 01:00:56,33.92085,5.06211,370.91,40.87792,54.79059,8.66395,
06/15/2019 00:00:56,29.50983,5.58367,704.92,32.44505,39.98789,5.07698,
06/14/2019 23:00:56,41.18217,5.14904,325.22,49.89428,64.65173,9.83779,
06/14/2019 22:00:56,33.35186,5.38232,338.65,55.10703,80.72273,16.66844,
06/14/2019 21:00:56,27.94333,6.62012,290.27,55.90337,101.89781,29.74074,
06/14/2019 20:00:56,32.05133,8.76267,272.23,34.16744,54.72909,13.54741,
06/14/2019 19:00:56,31.2705,8.92499,246.54,26.75398,44.9508,12.08883,
06/14/2019 18:00:56,28.63767,8.0748,227.41,19.60059,29.58123,6.88323,
06/14/2019 17:00:56,22.66483,4.76541,239.71,,,,
06/14/2019 16:00:56,19.83705,4.84607,207.19,,,,
06/14/2019 15:00:56,22.76167,6.37176,196.71,15.12966,23.30038,5.47578,
06/14/2019 14:00:56,23.87717,7.06274,173.29,16.61114,27.36932,6.55839,
06/14/2019 13:00:56,21.87817,9.6479,219.48,32.98614,54.46173,13.98594,
06/14/2019 12:00:56,25.88067,2.25564,463.29,17.22075,24.90401,5.29504,
06/14/2019 11:00:56,21.85683,5.02175,196.25,13.40104,18.75921,3.49296,
06/14/2019 10:00:56,44.86,7.20333,188.82,23.07688,36.78083,8.52553,
06/14/2019 09:00:56,31.22949,6.04284,370.49,27.37379,70.5442,28.16557,
06/14/2019 08:00:56,28.08085,4.51734,379.95,17.95081,61.35576,28.33018,
06/14/2019 07:00:56,31.79,5.4484,374.75,22.09093,52.57745,19.84663,
06/14/2019 06:00:56,23.91237,5.84799,400.72,22.23752,53.66952,20.50442,
06/14/2019 05:00:56,37.67814,6.77857,427.66,22.34595,50.67866,18.45315,
06/14/2019 04:00:56,34.31424,5.46614,436.53,32.8386,74.00109,26.86662,
06/14/2019 03:00:56,38.19661,4.91442,532.47,33.97401,81.1029,30.74104,
06/14/2019 02:00:56,40.98966,4.8856,625.4,41.6902,87.66647,29.98619,
06/14/2019 01:00:56,41.96542,5.11489,751.41,52.25369,116.54628,41.72192,
06/14/2019 00:00:56,38.46966,5.34772,471.51,74.46316,125.39119,33.26476,
06/13/2019 23:00:56,46.14288,4.79335,309.15,38.4841,54.57135,10.75621,
06/13/2019 22:00:56,47.12949,5.91319,327.19,53.01976,90.99176,24.66982,
06/13/2019 21:00:56,43.80763,6.31588,581.71,60.05592,104.45037,28.5324,
06/13/2019 20:00:56,36.32254,5.51315,258.59,38.95796,63.33914,15.74296,
06/13/2019 19:00:56,37.22525,6.44095,269.79,32.21879,53.32504,13.65216,
06/13/2019 18:00:56,37.54475,6.38995,361.63,27.07774,43.86319,11.05736,
06/13/2019 17:00:56,33.48644,6.21166,252.03,27.91552,47.73276,13.57941,
06/13/2019 16:00:56,34.92373,5.43154,239.45,21.14576,36.79835,9.6867,
06/13/2019 15:00:56,36.6975,7.59095,270.07,26.71,36.01539,6.17203,
06/13/2019 14:00:56,46.50207,8.01582,287.01,30.32368,39.86775,6.20673,
06/13/2019 13:00:56,34.71542,10.14728,326.1,33.1971,48.62471,10.23434,
06/13/2019 12:00:56,38.1335,16.12389,254.21,32.98264,54.74088,14.14638,
06/13/2019 11:00:56,47.40559,14.49935,250.11,20.39254,29.54677,5.68771,
06/13/2019 10:00:56,48.45017,29.37655,535.45,49.6164,191.69213,92.27881,
06/13/2019 09:00:56,44.4345,28.37158,762.21,31.95143,209.92485,116.3345,
06/13/2019 08:00:56,35.7775,14.12281,701.78,24.09216,147.00731,80.1131,
06/13/2019 07:00:56,39.8955,6.46218,750.29,23.9768,115.75089,59.80799,
06/13/2019 06:00:56,43.02831,6.57489,877.94,27.21796,134.08187,69.69899,
06/13/2019 05:00:56,43.41717,6.57134,963.22,37.78717,164.34564,82.36871,
06/13/2019 04:00:56,40.42797,6.35181,980.44,38.60902,130.75148,60.43191,
06/13/2019 03:00:56,44.89517,7.4304,962.4,42.80108,129.24769,56.38747,
06/13/2019 02:00:56,62.44915,9.28246,946.8199,48.64319,147.31641,64.25978,
06/13/2019 01:00:56,62.23333,15.70788,1040.3,89.31334,382.41785,190.77313,
06/13/2019 00:00:56,54.108,18.15645,840.77,121.51716,480.09045,234.35682,
06/12/2019 23:00:56,37.79867,15.24088,633.03,98.42275,236.39108,90.02633,
06/12/2019 22:00:56,41.82717,10.33976,417.37,84.07701,106.77086,14.82163,
06/12/2019 21:00:56,36.2685,7.17494,367.63,62.15307,80.29444,11.59793,
06/12/2019 20:00:56,31.53817,4.20793,218.93,33.02311,50.41052,11.34625,
06/12/2019 19:00:56,27.80983,7.43794,217.84,49.25886,78.2572,18.87085,
06/12/2019 18:00:56,39.93167,6.02628,214.29,32.68851,48.46474,10.44009,
06/12/2019 17:00:56,45.18814,21.3696,418.19,49.77032,87.65883,24.34913,
06/12/2019 16:00:56,42.75828,,380.77,43.23988,60.33942,11.0166,
06/12/2019 15:00:56,47.05746,,364.35,37.99781,47.02405,5.95588,
06/12/2019 14:00:56,44.20717,,415.46,38.07334,56.00726,11.79953,
06/12/2019 13:00:56,54.66917,,441.43,30.76408,46.66013,10.3368,
06/12/2019 12:00:56,48.8705,,464.39,39.23583,64.8305,16.69234,
06/12/2019 11:00:56,55.92067,,481.61,47.97845,107.94642,39.56689,
06/12/2019 10:00:56,37.66783,,484.61,46.52023,306.43114,169.10456,
06/12/2019 09:00:56,19.86102,,383.21,18.71308,115.95947,63.30314,
06/12/2019 08:00:56,18.24237,,345.4,13.1877,48.65976,23.07636,
06/12/2019 07:00:56,21.06695,,278.95,13.68482,28.39894,9.59421,
06/12/2019 06:00:56,24.49086,,350.41,14.23516,34.83154,13.42874,
06/12/2019 05:00:56,26.28138,,395.23,13.60866,41.25236,18.04742,
06/12/2019 04:00:56,32.73121,,557.87,20.96795,72.94216,33.89907,
06/12/2019 03:00:56,28.25828,,517.41,24.86811,89.97298,42.46949,
06/12/2019 02:00:56,38.3278,,586.02,39.93085,147.54553,70.29443,
06/12/2019 01:00:56,35.28966,,588.75,50.95448,174.70868,81.04648,
06/12/2019 00:00:56,29.09862,,605.97,67.81163,212.2422,94.0795,
06/11/2019 23:00:56,32.99534,,521.51,63.96054,116.31174,34.13642,
06/11/2019 22:00:56,31.74034,,329.09,73.88446,150.87783,50.34201,
06/11/2019 21:00:56,28.46414,,239.98,55.11085,92.46113,24.6297,
06/11/2019 20:00:56,29.41672,,488.99,43.97026,66.18133,14.42758,
06/11/2019 19:00:56,22.18759,,216.75,46.93036,77.64345,20.41339,
06/11/2019 18:00:56,22.36103,,209.64,31.04164,62.27384,20.58236,
06/11/2019 17:00:56,25.37983,,177.93,38.67179,61.89686,15.1525,
06/11/2019 16:00:56,23.50741,,192.97,49.263,96.71629,30.69844,
06/11/2019 15:00:56,35.865,,188.32,58.15858,112.13721,35.21694,
06/11/2019 14:00:56,63.28241,,237.52,49.90033,100.72257,33.28222,
06/11/2019 13:00:56,32.59466,,712.03,52.94933,122.98016,45.90477,
06/11/2019 12:00:56,40.12414,,484.07,53.83332,153.98611,64.73094,
06/11/2019 11:00:56,32.28186,,1023.63,58.00211,295.38647,154.70324,
06/11/2019 10:00:56,22.53586,,392.23,52.78235,276.07687,145.44177,
06/11/2019 09:00:56,17.74414,,330.45,31.33853,106.09985,48.63937,
06/11/2019 08:00:56,23.92259,,239.98,37.74496,61.69068,15.68238,
06/11/2019 07:00:56,26.37458,,239.34,44.08467,73.67605,19.29442,
06/11/2019 06:00:56,18.84276,,251.5,43.35683,83.43458,26.14086,
06/11/2019 05:00:56,21.0131,,293.55,39.31932,74.62345,23.25842,
06/11/2019 04:00:56,23.17362,,325.53,32.67066,65.5663,21.51636,
06/11/2019 03:00:56,26.61172,,356.97,43.78034,87.07312,28.1319,
06/11/2019 02:00:56,35.87864,,344.67,52.1259,95.67967,28.28383,
06/11/2019 01:00:56,23.06933,,332.37,59.91188,155.83437,63.45588,
06/11/2019 00:00:56,17.73746,,297.93,62.97618,125.49093,40.80641,
06/10/2019 23:00:56,21.57288,,233.42,64.84452,104.21037,25.72499,
06/10/2019 22:00:56,20.64356,,210.19,34.66552,49.54852,9.59234,
06/10/2019 21:00:56,19.13237,,223.83,14.53024,19.29208,3.08778,
06/10/2019 20:00:56,15.94814,,198.96,11.95255,17.66114,3.82122,
06/10/2019 19:00:56,18.02475,,200.33,13.28553,20.90836,5.30411,
06/10/2019 18:00:56,14.77271,,181.47,9.81748,14.9477,3.29603,
06/10/2019 17:00:56,17.23763,,194.86,23.39555,40.46206,10.62382,
06/10/2019 16:00:56,21.67288,,204.15,25.35917,43.36798,11.55533,
06/10/2019 15:00:56,17.87783,,198.14,30.10093,52.42194,15.06646,
06/10/2019 14:00:56,14.73276,,191.58,28.37822,51.01089,15.53318,
06/10/2019 13:00:56,19.79034,,221.1,22.04855,41.97095,13.73971,
06/10/2019 12:00:56,20.25,,194.59,32.77869,60.12762,18.08524,
06/10/2019 11:00:56,,,234.22,37.51603,65.20653,18.09875,
06/10/2019 10:00:56,,,232.03,31.13214,53.99807,17.93139,
06/10/2019 09:00:56,,,252.26,47.50428,98.27393,33.08665,
06/10/2019 08:00:56,,,286.7,33.89976,54.40575,13.47702,
06/10/2019 07:00:56,,,268.93,15.16839,18.74342,2.50357,
06/10/2019 06:00:56,,,266.02,23.62627,31.00977,4.80261,
06/10/2019 05:00:56,,,227.7,12.35184,13.50509,2.21841,
06/10/2019 04:00:56,,,249.25,6.13688,7.23501,1.40412,
06/10/2019 03:00:56,,,253.35,6.99441,8.37807,0.87955,
06/10/2019 02:00:56,,,248.71,15.18925,18.93836,2.69352,
06/10/2019 01:00:56,,,260.73,15.3591,21.32135,3.77779,
06/10/2019 00:00:56,,,285.88,32.29942,48.43447,10.47064,
06/09/2019 23:00:56,,,316.22,26.43722,39.36617,8.35428,
06/09/2019 22:00:56,,,285.33,21.05463,38.07557,11.13509,
06/09/2019 21:00:56,,,308.84,37.48572,67.67811,20.1902,
06/09/2019 20:00:56,,,313.76,28.2345,55.92791,18.89829,
06/09/2019 19:00:56,,,270.3,19.4205,48.39814,18.50257,
06/09/2019 18:00:56,,,270.85,17.08977,32.90488,9.67568,
06/09/2019 17:00:56,,,261.28,29.98972,58.9186,18.38598,
06/09/2019 16:00:56,,,292.99,50.25087,106.2269,35.26869,
06/09/2019 15:00:56,,,262.1,52.51149,122.80712,45.3721,
06/09/2019 14:00:56,,,239.96,52.01022,110.60123,39.06602,
06/09/2019 13:00:56,,,239.96,59.48232,129.74673,45.7755,
06/09/2019 12:00:56,,,270.03,46.52979,111.91765,43.18465,
06/09/2019 11:00:56,,,229.85,16.80043,27.13702,6.59684,
06/09/2019 10:00:56,29.86056,,252.53,38.29444,65.89389,18.02351,
06/09/2019 09:00:56,28.29862,,352.03,39.90506,82.48113,27.77609,
06/09/2019 08:00:56,25.13741,,312.67,44.08035,81.66216,24.4518,
06/09/2019 07:00:56,24.66847,,368.7,29.49738,45.65176,10.4784,
06/09/2019 06:00:56,27.10203,,393.85,31.01944,48.12213,11.1696,
06/09/2019 05:00:56,29.65102,,456.99,40.15362,66.80687,17.32561,
06/09/2019 04:00:56,33.70533,,489.74,39.62269,59.03204,12.65892,
06/09/2019 03:00:56,38.58102,,528.6,47.11654,81.87949,22.58753,
06/09/2019 02:00:56,36.891,,814.51,60.30384,162.29056,64.49276,
06/09/2019 01:00:56,31.1978,,622.35,72.87928,172.13513,64.65986,
06/09/2019 00:00:56,32.56644,,415.17,44.1134,66.61854,14.93698,
06/08/2019 23:00:56,38.14593,,454.8,71.14584,128.81303,38.16672,
06/08/2019 22:00:56,40.44932,,360.5,83.11496,192.97274,72.0818,
06/08/2019 21:00:56,33.78254,,311.85,85.07298,208.3653,80.90765,
06/08/2019 20:00:56,29.04102,,313.21,73.40071,159.52167,56.26152,
06/08/2019 19:00:56,24.425,,346.29,63.38599,118.59785,35.97824,
06/08/2019 18:00:56,23.20814,,579.99,55.29212,108.37216,34.09714,
06/08/2019 17:00:56,27.02271,,249.8,57.47342,108.82594,33.75151,
06/08/2019 16:00:56,29.74712,,329.61,44.14063,80.39896,23.11647,
06/08/2019 15:00:56,32.325,,983.15,47.84366,103.10906,35.1309,
06/08/2019 14:00:56,31.21949,,500.72,51.58641,102.4303,33.32441,
06/08/2019 13:00:56,26.9405,,348.2,52.3496,106.78647,36.28521,
06/08/2019 12:00:56,30.16517,,236.41,30.13949,52.13291,14.28646,
06/08/2019 11:00:56,38.7939,,298.73,47.2742,150.72806,67.70774,
06/08/2019 10:00:56,34.54867,,343.55,43.22618,241.73097,129.91994,
06/08/2019 09:00:56,24.63,,355.58,28.23642,114.40707,56.37292,
06/08/2019 08:00:56,23.9075,,303.65,18.99253,35.60526,10.84017,
06/08/2019 07:00:56,25.09864,,299,19.65887,32.15124,8.17201,
06/08/2019 06:00:56,28.657,,338.63,19.54744,35.16253,10.16693,
06/08/2019 05:00:56,33.40695,,408.88,24.15355,42.70203,12.09048,
06/08/2019 04:00:56,38.33339,,442.04,26.62556,50.65079,16.09066,
06/08/2019 03:00:56,37.74881,,580.3,36.89427,71.12704,22.53932,
06/08/2019 02:00:56,40.68441,,646.95,44.24655,78.21833,22.05527,
06/08/2019 01:00:56,41.72034,,614.15,50.42932,100.26337,32.54857,
06/08/2019 00:00:56,34.7581,,715.01,65.39721,112.31247,30.29857,
06/07/2019 23:00:56,38.3385,,484.87,77.78367,119.04781,27.26669,
06/07/2019 22:00:56,44.51017,,366.51,83.17686,152.54414,45.13766,
06/07/2019 21:00:56,43.36167,,353.39,86.35803,274.08807,122.78004,
06/07/2019 20:00:56,44.29814,,286.7,69.68061,160.4834,59.25515,
06/07/2019 19:00:56,47.83576,,354.49,68.68892,170.4462,66.51062,
06/07/2019 18:00:56,36.69407,,267.29,75.99053,214.23514,90.42371,
06/07/2019 17:00:56,30.58017,,730.87,58.34841,136.38742,51.18644,
06/07/2019 16:00:56,33.23119,,232.58,44.1941,88.11643,28.5139,
06/07/2019 15:00:56,33.5485,,223.29,36.43921,70.06683,22.12344,
06/07/2019 14:00:56,34.61155,,239.96,59.54098,129.18779,45.25051,
06/07/2019 13:00:56,35.0065,,246.25,48.03868,102.88217,35.78287,
06/07/2019 12:00:56,33.39237,,249.53,43.21606,88.82993,29.77254,
06/07/2019 11:00:56,34.465,,358.86,51.61221,154.19993,66.57671,
06/07/2019 10:00:56,30.25169,,381.27,38.76078,96.01809,37.15769,
06/07/2019 09:00:56,25.1765,,360.23,26.49968,66.06725,26.13005,
06/07/2019 08:00:56,23.11712,,337.81,28.00788,53.3738,16.59237,
06/07/2019 07:00:56,25.2005,,265.11,25.92098,31.64073,3.73726,
06/07/2019 06:00:56,28.72767,,383.46,38.54369,63.60937,16.23927,
06/07/2019 05:00:56,32.01167,,460.27,41.66928,65.74816,15.72134,
06/07/2019 04:00:56,32.65288,,556.75,51.15195,82.16529,20.27242,
06/07/2019 03:00:56,29.908,,580.9,41.84699,79.40026,24.50251,
06/07/2019 02:00:56,31.661,,657.3,45.92305,87.71555,27.26462,
06/07/2019 01:00:56,42.58051,,580.53,51.58738,84.56553,21.47313,
06/07/2019 00:00:56,39.09,,528.87,60.41888,95.37948,22.74299,
06/06/2019 23:00:56,34.5415,,543.09,50.52205,86.02598,23.14079,
06/06/2019 22:00:56,27.9775,,327.7,53.26577,82.74244,19.23248,
06/06/2019 21:00:56,18.89533,,241.6,27.94739,37.48763,6.25641,
06/06/2019 20:00:56,26.708,,170.53,13.84639,18.82938,3.31868,
06/06/2019 19:00:56,37.78136,,252.53,36.46703,63.20403,18.0815,
06/06/2019 18:00:56,37.3875,,251.99,58.19108,132.55004,47.56598,
06/06/2019 17:00:56,38.7835,,229.3,65.05325,152.38513,57.55362,
06/06/2019 16:00:56,42.68667,,228.75,75.7758,180.56636,69.36807,
06/06/2019 15:00:56,46.07271,,259.09,70.67483,,38.55439,
06/06/2019 14:00:56,48.907,,305.83,70.93743,131.33146,39.09574,
06/06/2019 13:00:56,45.92153,,399.04,50.79341,90.2754,25.71002,
06/06/2019 12:00:56,45.4815,,450.15,41.64495,77.84549,23.61111,
06/06/2019 11:00:56,44.26583,,421.45,41.89543,129.41308,57.07394,
06/06/2019 10:00:56,36.46617,,448.24,36.65017,189.75548,99.82859,
06/06/2019 09:00:56,26.60367,,285.06,18.52314,31.13724,8.28133,
06/06/2019 08:00:56,22.212,,312.12,21.97525,35.53803,8.81213,
06/06/2019 07:00:56,23.00695,,246.25,18.32668,22.1945,2.53058,
06/06/2019 06:00:56,25.7525,,289.43,19.76243,23.4596,2.40048,
06/06/2019 05:00:56,30.44797,,340.27,24.96132,30.61431,3.92639,
06/06/2019 04:00:56,39.69,,413.8,35.09327,57.20024,14.41061,
06/06/2019 03:00:56,42.05217,,631.1,40.9567,80.6943,25.92269,
06/06/2019 02:00:56,41.7845,,787.9,51.41241,94.19946,27.90017,
06/06/2019 01:00:56,38.78667,,609.53,59.85165,103.52938,28.4846,
06/06/2019 00:00:56,38.7785,,429.11,34.21333,54.10928,12.884,
06/05/2019 23:00:56,35.9445,,335.35,30.96803,40.17622,6.05211,
06/05/2019 22:00:56,32.72567,,269.48,13.62651,15.35304,1.27887,
06/05/2019 21:00:56,34.61583,,264.01,9.82832,10.94779,0.71933,
06/05/2019 20:00:56,32.89424,,210.71,9.57977,11.38532,1.28108,
06/05/2019 19:00:56,30.131,,242.97,24.90507,35.87422,7.24258,
06/05/2019 18:00:56,28.73627,,276.31,40.06418,65.19123,17.21629,
06/05/2019 17:00:56,30.501,,268.93,44.90683,73.73564,19.15496,
06/05/2019 16:00:56,31.58797,,270.3,50.77689,92.4025,28.16578,
06/05/2019 15:00:56,28.65814,,228.48,33.425,62.00807,17.48668,
06/05/2019 14:00:56,25.4439,,259.91,46.5653,73.62889,17.51619,
06/05/2019 13:00:56,29.66424,,313.21,44.58622,74.25411,19.21253,
06/05/2019 12:00:56,41.88186,,329.61,52.94555,143.11543,58.64786,
06/05/2019 11:00:56,48.09102,,412.71,60.21277,243.9387,120.02874,
06/05/2019 10:00:56,36.60763,,556.48,44.12993,282.74337,155.61334,
06/05/2019 09:00:56,24.77085,,454.8,27.1517,67.58155,26.38257,
06/05/2019 08:00:56,23.90763,,466.01,29.80095,55.74532,16.87731,
06/05/2019 07:00:56,24.73034,,454.8,32.38831,51.37671,12.40599,
06/05/2019 06:00:56,27.46898,,473.66,35.85356,54.02707,11.81844,
06/05/2019 05:00:56,29.93085,,526.96,39.86488,66.45156,17.36635,
06/05/2019 04:00:56,36.4461,,723.76,46.1748,97.53399,33.51063,
06/05/2019 03:00:56,37.57644,,676.75,44.98979,82.40465,24.18958,
06/05/2019 02:00:56,37.1215,,595.84,52.86015,86.91661,22.1432,
06/05/2019 01:00:56,36.60661,,677.84,63.04091,100.93257,24.64238,
06/05/2019 00:00:56,35.25881,,497.94,54.14233,73.94469,12.8813,
06/04/2019 23:00:56,34.76085,,362.69,44.25243,52.4127,5.4363,
06/04/2019 22:00:56,34.47831,,256.36,18.83839,20.89943,1.43758,
06/04/2019 21:00:56,39.51068,,235.59,32.65696,43.4553,6.73993,
06/04/2019 20:00:56,34.16847,,313.21,65.45845,110.31921,29.71289,
06/04/2019 19:00:56,28.73186,,221.37,43.87975,66.50255,15.56921,
06/04/2019 18:00:56,32.16373,,194.31,31.57781,41.62105,6.57813,
06/04/2019 17:00:56,31.7361,,207.43,35.75829,50.80535,9.69314,
06/04/2019 16:00:56,31.46458,,179.28,26.92258,35.46569,5.53252,
06/04/2019 15:00:56,30.68203,,155.23,30.33048,43.16276,8.37839,
06/04/2019 14:00:56,25.33102,,154.95,25.76631,36.96852,7.22283,
06/04/2019 13:00:56,36.63661,,199.78,31.64392,47.38541,10.22311,
06/04/2019 12:00:56,45.17576,,308.29,43.91572,81.94641,24.68769,
06/04/2019 11:00:56,49.92881,,656.25,46.0617,145.93531,65.18672,
06/04/2019 10:00:56,42.79576,,595.02,28.35042,87.00683,38.29682,
06/04/2019 09:00:56,30.88932,,517.67,23.2146,80.07743,37.09596,
06/04/2019 08:00:56,28.33356,,472.57,24.61295,84.65157,39.17284,
